feature,importance_mean,importance_std,val_imp_0,val_imp_1,val_imp_2,val_imp_3,val_imp_4,val_imp_5,val_imp_6,val_imp_7,val_imp_8,val_imp_9
NAME_FAMILY_STATUS,0.002517551216060054,0.00038595384664666496,0.0026365649592030582,0.002583854835830235,0.002630870736062163,0.0026610749425965974,0.002704020777258065,0.0026779485687548066,0.002524377785162679,0.0026793039564139143,0.002706725613846994,0.0013707699854720312
BUREAU_CREDIT_CLOSED,0.0023601796288749257,6.799509903647176e-05,0.0022478199941413646,0.0022729633854131626,0.00235942517272969,0.0023121875033853545,0.002433320100233005,0.0023875445459934364,0.0024831535032289187,0.0023882539696041816,0.002387579839012055,0.0023295482750080865
OCCUPATION_TYPE,0.0023410765698761993,8.937818424660065e-05,0.0023731102103943247,0.00230065364307952,0.0021168655877491505,0.0023595329182435343,0.0023517239985084704,0.0023984292183694134,0.002488358714447747,0.0023626047682909768,0.002309766368369437,0.002349720271309419
AMT_REQ_CREDIT_BUREAU_QRT,0.0023358179779666478,5.1844852802992565e-05,0.002230790433924712,0.002373256981842098,0.002368346331586668,0.0023655020197028698,0.002283168836857863,0.0023338431638944,0.002378188672166326,0.0022703566226932592,0.002367392062659013,0.002387334654339268
BUREAU_CREDIT,0.00230868482399329,0.0001489559527685965,0.0023885168007864443,0.0022952317530875455,0.002654269328723813,0.002061628619982381,0.002187599584268285,0.002320515637721954,0.002211409306661638,0.002345435732779455,0.0023790640408358765,0.0022431774350855083
FLAG_DOCUMENT_3,0.0022010543349859856,9.549431894462209e-05,0.0020831485381119785,0.002149264578881538,0.0021317663680997523,0.002111806129910243,0.0023283579840179813,0.0021036512367854643,0.0021880599206126616,0.002344681005149507,0.002310291861056024,0.0022595157272347066
PREV_APP_NAME_YIELD_GROUP,0.002171579251675171,0.00013708987948146974,0.002316115887847303,0.00238563668684999,0.002041713176778037,0.002185919772322409,0.0018828255338599886,0.0020932548976195786,0.002201900043945604,0.0022855962499587212,0.002145371148082331,0.0021774591194877457
PREV_APP_NAME_GOODS_CATEGORY,0.0021028186609009735,0.0003419575721222207,0.0013620132445724131,0.0022856836341155207,0.002144078201917865,0.0015467567565763396,0.002469685144337652,0.0022102770455387777,0.002414839793335677,0.0022579448485482434,0.0021642870183398166,0.0021726209217274306
PREV_APP_CODE_REJECT_REASON,0.0020056264215191468,0.0001795230566904929,0.0021708292919964123,0.0016783866509845202,0.0017279847106299595,0.001946002582436046,0.0021963169598779864,0.0019170852136590755,0.0020666631351590192,0.0022087338243621524,0.002004155635869753,0.0021401062102165413
CCB_MONTHS_BALANCE,0.0017763264066822826,0.0003524926245984712,0.002013164687917346,0.0011252722566877926,0.0018728523715623169,0.0019336652969217383,0.0018368568860857026,0.0020161031710770327,0.0020416057706204027,0.0010405656183374301,0.0019194929441150865,0.0019636850634979774
PREV_APP_NUM_CONSUMER_LOANS,0.0017479422170040948,8.640562525920098e-05,0.0017502885410010105,0.001779745825092438,0.0017510147627312067,0.0018713860145079808,0.0018075134559152328,0.0018189952250828867,0.001725459563015841,0.0015346144310545151,0.001753698728929276,0.0016867056227105603
DAYS_LAST_PHONE_CHANGE,0.0017057490229333671,9.607216545381066e-05,0.0018331567184992625,0.0016920609989364843,0.0014672765391917642,0.0017767101164534171,0.0016853115484731784,0.0017302203876199407,0.0016511160069484498,0.0018048887073300879,0.0017164416877135658,0.001700307518167521
REGION_RATING_CLIENT_W_CITY,0.00153778337083893,8.659775449066768e-05,0.0015736283180166621,0.0014974878722010532,0.0014965632969188292,0.0016167193970241245,0.0014889364416502682,0.0013883533745970844,0.0017321234957801135,0.0015460778750009396,0.0014978394449638444,0.00154010419223638
CCB_AMT_BALANCE,0.0015036793875491616,0.00027594050156868173,0.0015636487079557781,0.0017614056722018434,0.0008570904491916886,0.0016635510269760179,0.0016476995409352435,0.0015617284623202776,0.0011071452193329723,0.0016861748700067736,0.0015026820543515562,0.0016856678722194651
DEF_60_CNT_SOCIAL_CIRCLE,0.0014124593207979542,4.6889141100295786e-05,0.0013256137558388392,0.0014402470075574048,0.0013996172772455795,0.001422881824307387,0.001487599888246316,0.0013881204067381914,0.0013762268291268587,0.0014860456380014764,0.0013929569077189008,0.0014052836731985874
NAME_CONTRACT_TYPE,0.0013924935341387058,0.0001575717992921841,0.0014590217057400823,0.0013724801697754252,0.0013963099141698354,0.0014295647610047535,0.0015469620669252837,0.0014922521189468796,0.0015725690184229535,0.001003985252883366,0.0014154063217918234,0.0012363840117266545
PREV_APP_SELLERPLACE_AREA,0.0013809479999882912,4.531235607132219e-05,0.0014392564275431674,0.0014431235582563762,0.0013104384365258959,0.001327245718595993,0.001347716348132355,0.0013378477074668105,0.0013931769800514804,0.0014183168080857955,0.0013813639994779692,0.001410994015747069
BUREAU_CREDIT_ENDDATE,0.0013543006679910597,4.198796290124063e-05,0.0013612059167703583,0.0013328510304784214,0.0013641136882167615,0.0013879310461188954,0.0013854946400853052,0.0012963334458747644,0.00131226043861421,0.0012992157656249725,0.0014353219346741053,0.0013682787734528024
ORGANIZATION_TYPE,0.001354056620160582,7.715966739487049e-05,0.0013828123706669526,0.0011581229305878127,0.0014116454094905695,0.0013761033035615267,0.001283443688876229,0.0013745475262147977,0.001390338097862931,0.001450484188783241,0.0013409819990087835,0.0013720866865529757
CCB_CNT_INSTALMENT_MATURE_CUM,0.0013503693990036037,0.0001448629932992415,0.0013786571267533354,0.0014189851696266853,0.0014490215646445481,0.0013792565990367045,0.001349372914195901,0.0009278178282698946,0.001406212151074282,0.001373092707262824,0.0014571545693105037,0.0013641233598613578
PREV_APP_DAYS_FIRST_DUE,0.0013331908784932288,3.8433558556330104e-05,0.001393718083111617,0.001301877504008453,0.001393407063384755,0.0012816065854479586,0.001315327537678379,0.001348594092293709,0.0013556562592637045,0.0013438171482821337,0.0012862666213351304,0.0013116378901264492
DEF_30_CNT_SOCIAL_CIRCLE,0.001294454177470017,3.608925048376495e-05,0.0012480278233599762,0.0013151656648909826,0.0013181528456291947,0.0012559612867281134,0.001276500296488181,0.0012702530928287992,0.001275967168292702,0.001305576314170942,0.0013780077691454284,0.0013009295131658494
PREV_APP_NAME_CLIENT_TYPE,0.001288506116079513,0.00010782565726022401,0.0013768746596329873,0.0014360467989804615,0.0014341526837529095,0.001278906160486315,0.0013391355632920154,0.001205274233843312,0.0010911432289288925,0.0012152331431913854,0.0011862930375656777,0.001322001651121174
REGION_RATING_CLIENT,0.0012838236148284387,4.7278407186280763e-05,0.001228631594757168,0.0013387485278325562,0.0012317093835336745,0.0012838624541168242,0.0012671557910852727,0.001294404207306532,0.0012597469720136978,0.0012291226428148283,0.0013424497134868485,0.0013624048613369855
DAYS_REGISTRATION,0.001251740038082505,2.9255660972055538e-05,0.0012283209143860718,0.0012338278130432645,0.0013087131508826566,0.0012927486593109494,0.001237488615339677,0.0012591332467805083,0.0012652104331094538,0.0012151214950841815,0.0012561226504816947,0.0012207134024065924
REGION_POPULATION_RELATIVE,0.0011794658576224192,3.584926882164746e-05,0.0011274034120454246,0.0011575629932725207,0.0011951403865038124,0.0012113378459343016,0.0011269741267703193,0.001208296368244266,0.0012338712506048122,0.0011882051386586934,0.0012020170954478715,0.0011438499587421713
PREV_APP_AMT_GOODS_PRICE,0.0011537203301232092,3.376842698588469e-05,0.001103809180679649,0.0011723081789206669,0.0011303481732900522,0.0011719893540067527,0.0011792322280195222,0.0011719825668878858,0.0011774163343380994,0.0012037832734828058,0.001100030961224796,0.0011263030503818605
PREV_APP_DAYS_DECISION,0.0011492939577744,4.762976955664002e-05,0.0010861389164316115,0.0011384706579218307,0.001125279722518524,0.0011695605834820544,0.0011228697862489811,0.0012437331041513788,0.0011357339218736051,0.0011177139513207646,0.0011252882064173297,0.001228150727377919
PREV_APP_DAYS_LAST_DUE,0.0011274254023108665,4.8009824212470125e-05,0.0010793640142722216,0.0011694908458346198,0.0010472217459148725,0.0011417800571332792,0.0011080355196643188,0.0011773644128780791,0.0011067424038218032,0.0011625954723134546,0.0010798486145668917,0.0012018109367091245
PREV_APP_NAME_PRODUCT_TYPE,0.0011017463546420525,8.059671550016541e-05,0.001139780062849649,0.001086643199371351,0.0011595161564351697,0.001137415939633235,0.0011340875364886926,0.0009720116444327243,0.0009619858819629457,0.001057900429230152,0.001130256377505967,0.0012378663185106387
CCB_AMT_RECIVABLE,0.0010828427860377521,6.282236805647701e-05,0.0009893148952219155,0.0011217595832628824,0.0011428347754218748,0.001114188382369763,0.0010086888960101348,0.0011442042463527535,0.0011616262717240033,0.001000928673853707,0.0010390812754181855,0.0011058008607423009
BUREAU_CREDIT_SUM_LIMIT,0.0010824995444634444,3.7356294597663504e-05,0.001033329701121799,0.001091230613085692,0.0010891306784752697,0.0011095280071267144,0.0010966910199778912,0.0010013562623489847,0.0011429498170884012,0.001093673297204334,0.0010912852493933922,0.0010758207988119661
CCB_CNT_DRAWINGS_ATM_CURRENT,0.0010682526690903415,0.00018773821340925396,0.0010084600004227617,0.0011621336088672996,0.0006981904197815858,0.0012062597235182881,0.0012046486311518834,0.0012274823658369183,0.0010976193281755364,0.0007271615764763428,0.0011752235858757398,0.0011753474507970596
BUREAU_ENDDATE_FACT,0.001058159985627405,0.00013846078600882904,0.0009898020406862162,0.0011003750681568558,0.0010945805653330698,0.001101547203603559,0.0011235824337412215,0.0011081604026534908,0.0010857096311565062,0.0011969849557629253,0.0011128822013233286,0.0006679753538568756
YEARS_BEGINEXPLUATATION_AVG,0.0010553430597685875,0.00010664499639817463,0.0009270211901803993,0.001182563515689794,0.0009134231973167983,0.001027936656385342,0.0011535854021980096,0.0011340082968744891,0.0008762053517130663,0.001093428112531325,0.0011522281480812469,0.001093030726715405
PREV_APP_HOUR_APPR_PROCESS_START,0.001052234338697311,2.8036919935361988e-05,0.0010428409999734267,0.001029600518601681,0.0010522000976820323,0.001019010067833337,0.001014959006195859,0.0010775756084226984,0.0010953302026237566,0.0010299408926182085,0.0010899027132584838,0.0010709832797636265
CCB_AMT_TOTAL_RECEIVABLE,0.0010437578379399847,6.874484891539729e-05,0.0010408401573001047,0.001011904632979732,0.0010618176149456149,0.0008771460464027658,0.0010488840810295441,0.0010469587450547824,0.0011758603873134321,0.001052697254146917,0.0010624388060097578,0.0010590306542171968
WEEKDAY_APPR_PROCESS_START,0.0010162571445064162,2.367049762580019e-05,0.001035315951489535,0.0010475765425592698,0.0009873902379590183,0.0010270044455943372,0.000994143251659807,0.001045171187595062,0.000986382011435527,0.001038692373500849,0.0010071258225105018,0.0009937696207602542
PREV_APP_DAYS_LAST_DUE_1ST_VERSION,0.0010141337094965452,4.719896443171948e-05,0.0010061819039393072,0.0010327809625527706,0.001015453956847101,0.0010169109816127175,0.0010248839799490428,0.0009672732173212628,0.001050436634494778,0.0009021713418043698,0.0010403754093283313,0.0010848687071157714
PREV_APP_RATE_DOWN_PAYMENT,0.0009684914712414505,5.042655689783461e-05,0.0010572393638420552,0.001017464301487081,0.000891242722833141,0.0009754934364661905,0.0009200645629103832,0.0009266109088383878,0.0009336525447736221,0.0010098432152696457,0.0009451763940788727,0.001008127261915126
PREV_APP_PRODUCT_COMBINATION,0.0009193202535081824,7.02635718927056e-05,0.0009648751585098481,0.0008991056001639297,0.0009498179350668767,0.0009045295262917197,0.0007335563999733008,0.00097628430550456,0.0009710880872184635,0.0008744703944254528,0.000956181537816625,0.0009632935901110473
BUREAU_CREDIT_UPDATE,0.0008807916794883353,4.9811111214833676e-05,0.0009400806251534943,0.0008913516560925538,0.0008928770610818759,0.0008974968832892172,0.0008952559462821474,0.000744033336177008,0.0008555602932192041,0.0008958842638211451,0.0008833323356693956,0.0009120443940973111
ENTRANCES_MEDI,0.000874075842231703,8.957691352563827e-05,0.0009163587959508668,0.0009124670619313768,0.0009689470905380748,0.0006968212882065838,0.000978301946297444,0.0009076755256139935,0.0009440280135484258,0.0008048330266544612,0.0008581899624654499,0.0007531357111103532
PREV_APP_AMT_CREDIT,0.0008714836718176966,8.218823864093813e-05,0.0009205315166957995,0.0008391179884716937,0.0008967903442040903,0.0006760652603174933,0.0009558202934092375,0.000871937441624393,0.0007776187157059189,0.0009235178490440976,0.0009103756112196493,0.0009430616974845929
LANDAREA_MEDI,0.000856925590071822,6.294182189630537e-05,0.0008738695647182437,0.0008647273154608337,0.0008830180920608166,0.0009179227178401916,0.0007616552422019529,0.0007843213350482436,0.0008992890220541616,0.0009139617552073043,0.0007500056615177275,0.0009204851946087445
PREV_APP_DAYS_TERMINATION,0.0008127626553004807,3.066197769861064e-05,0.0008087043993170173,0.0008471624212351703,0.0008312883680237082,0.0008447733553563763,0.0008084453010501758,0.0007805222452028637,0.0008362606113838655,0.0008228448526645948,0.0007415034375795049,0.0008061215611915307
CNT_FAM_MEMBERS,0.0007912802529709162,2.2659602447961747e-05,0.0007910514422224679,0.0008010010192819328,0.0007716156786516937,0.0008121777074516778,0.0008216362364532603,0.0007887567172975007,0.0007596420130364656,0.0008204863288212572,0.00079299510341857,0.0007534402830743359
APARTMENTS_AVG,0.0007856426853056986,0.0001228076222303413,0.0007655843053758771,0.0006269380570507188,0.000909776987326083,0.0006142785530631745,0.0008854942027403112,0.0009041752386812485,0.0009003569752248364,0.0006592462704669844,0.0006788603655887293,0.0009117158975390227
PREV_APP_NAME_PORTFOLIO,0.0007618209497117668,5.366643365764239e-05,0.0007958862464234606,0.0007440542065677569,0.0007993790675251411,0.0007860245625548323,0.0007880488207886449,0.0007642038053765621,0.0007452923467464734,0.0008082715508044291,0.0007737587114676758,0.000613290178862691
CCB_AMT_RECEIVABLE_PRINCIPAL,0.0007001473328274276,0.00016328580591731847,0.0007014965951115393,0.000707152471030259,0.0007250540063571398,0.0008345626438944764,0.0008284321786815596,0.0008348982669277305,0.00039301898355748044,0.0008570702575128042,0.0007256865658454847,0.0003941013593558029
AMT_REQ_CREDIT_BUREAU_YEAR,0.0006796114112065377,3.59634286692204e-05,0.0006956956445247631,0.0007241277342951991,0.000691163545830209,0.0006782527487625423,0.0007325897445534801,0.0006595645863467503,0.0006654429100898529,0.0006151372932912125,0.0007036565957247998,0.0006304833086465678
PREV_APP_NAME_SELLER_INDUSTRY,0.0006729405895166019,7.927815804702642e-05,0.0007846169140797166,0.000601970452160483,0.0005706070057054369,0.0007897525573290487,0.0005885838780528285,0.0006408480877092559,0.0006150448187953739,0.000723686741239904,0.0007561955140216181,0.000658099926072353
FLAG_OWN_CAR,0.0006581622657600317,3.3470361911586884e-05,0.0006779770220544101,0.0006345849343203369,0.0006285404958403795,0.0006778422977427034,0.000687964776658001,0.0006418244147734509,0.000653103758117779,0.0005887016345671459,0.0006858086786379891,0.0007052746448881209
LIVINGAREA_MEDI,0.0006550026752320636,6.529851906735382e-05,0.000679056852682991,0.0006649744292026583,0.0006982917175322179,0.0007461022197179368,0.0006099914693634689,0.0006583040486755065,0.0006653175180668658,0.0004845921501731576,0.0006668335907675793,0.0006765627561382548
CCB_AMT_PAYMENT_TOTAL_CURRENT,0.0006192921978489974,8.79005652769188e-05,0.0006476397879880968,0.0006036553544456202,0.0006623484928718337,0.000654334432465653,0.0006762003239849657,0.0006270722723284994,0.000646014103315995,0.0006751919277835361,0.00036303400096593386,0.0006374312823398398
BASEMENTAREA_MEDI,0.0006169511508370307,6.616690198410374e-05,0.0007003066434775329,0.000690367925808566,0.0005562303606175822,0.0006865717204886934,0.000517888907467845,0.0006545767326129326,0.00053660795127497,0.0005798376571874986,0.0005802055190359257,0.0006669180903987604
PREV_APP_NUM_REVOLVING_LOANS,0.0006060904030554592,3.253781646439103e-05,0.0006457741786602966,0.0006220496346101001,0.0006276074366594608,0.0005993014176240985,0.0005430244935527018,0.0005650363081298737,0.0006391614886442909,0.0006050149840540753,0.000579677990213634,0.0006342560984060608
FLAG_DOCUMENT_18,0.0005856999633298221,5.49518893369343e-05,0.0005259497989948958,0.0004774841701500332,0.0005848879524157358,0.0005880480350100026,0.0006345360670636513,0.0005891629889793748,0.000689990561993592,0.0006197934265852467,0.0005830661200052489,0.00056408051210044
FLOORSMAX_MEDI,0.0005803033214203501,6.990739990321888e-05,0.0005711543868507363,0.0006267593861437604,0.0004883618857292049,0.0004386126430084847,0.0006550039817524445,0.0005398068901252273,0.0006257818713335528,0.0006583839670013525,0.0005681948636222511,0.0006309733386364869
HOUR_APPR_PROCESS_START,0.0005784659634751943,1.4996274153572962e-05,0.0006002446574835396,0.0006022236116982604,0.0005655850466990131,0.0005773289683368432,0.000586018347080941,0.0005527302433627757,0.0005778692230071769,0.0005774638623264883,0.000561343097340461,0.0005838525774164438
BUREAU_IT_CURRENCY,0.0005593408124041854,0.00016549705393745709,0.0006449580276035594,0.0005968015520281256,0.00038766666153478013,0.0006325460837807162,0.0006478707197111744,0.0006118229734185521,0.0006356596746098786,0.0006367062483554342,0.00011955577943201234,0.0006798204035676214
NONLIVINGAREA_AVG,0.0005463919395992112,5.738702554508465e-05,0.0005706932021164457,0.00046975211453736954,0.0006154564575611143,0.00047351964427955195,0.0005046102485517512,0.0005865587714292131,0.00046849785495106655,0.0005686256759990238,0.0006072907050459486,0.000598914721520627
ENTRANCES_AVG,0.0005450710135367576,5.457634722622876e-05,0.00048056382538430586,0.0005646920315198756,0.000587429728471367,0.0004609639832122703,0.0004509226103689423,0.0005700282341349894,0.0005826196972548159,0.0005800017357887599,0.0005669803086818526,0.000606507980550397
LIVINGAREA_AVG,0.0005407833529319616,7.17248640339084e-05,0.0005984540458201515,0.0005759214895397768,0.0005502773785658333,0.00041284246129946744,0.0005959355156470725,0.00047125817623761,0.00042300617196255885,0.0005774913501583878,0.0006009418642800579,0.0006017050758087006
LANDAREA_MODE,0.0005387278739508062,3.919689097982681e-05,0.0005597535540768916,0.0005657041606368374,0.000551623264258283,0.0005501776079168685,0.000490284676534336,0.0005723112512796558,0.0005896497950876878,0.000552582793203138,0.0004866216684242808,0.00046856996809008233
FLOORSMAX_AVG,0.000530735260840709,3.0400055648424457e-05,0.0005479475303001857,0.00047810315540042225,0.0005348492390709891,0.0005016527614590816,0.0005539707590334064,0.0005537281195300281,0.0005673897416340612,0.0005518209390984463,0.00053638770926423,0.00048150265361623923
PREV_APP_WEEKDAY_APPR_PROCESS_START,0.0005286815804460887,3.1777313337205104e-05,0.0005276540445691147,0.0005705640771780374,0.00048658433926984657,0.00046863953605957853,0.0005469584773878378,0.0005154190748732912,0.0005676479915108779,0.0005143042905818573,0.000533828795733271,0.0005552151772971747
NONLIVINGAPARTMENTS_AVG,0.0005134141259929171,6.264976709560115e-05,0.0005617233456808313,0.00047970321869850174,0.00048143783663023854,0.00046011186042516083,0.0005095638273348024,0.00037251984812147754,0.0005605422173015073,0.0005851648668698806,0.0005648730779186373,0.0005585011609481327
OBS_60_CNT_SOCIAL_CIRCLE,0.0005077277589422225,2.0264194745637637e-05,0.0005360015221946846,0.0004979551390422721,0.0004994871614727447,0.0004929588014098707,0.0004871746489425455,0.00047490065331268205,0.0005019729437967246,0.000525131611802454,0.0005340354635059441,0.000527659643942302
BUREAU_ANNUITY,0.0005076587169744795,2.5455132025245157e-05,0.0005103648770516944,0.0005362991373617509,0.0005469606832013696,0.0005003996896185692,0.0005266349586552366,0.00047681563893120504,0.00046258033559587464,0.000498667616856574,0.0004912238441221461,0.0005266403883503745
NAME_HOUSING_TYPE,0.0004960224390433754,2.1059838919908845e-05,0.0005061505852028692,0.0005020572737499673,0.0004905052579009528,0.0004635322290319488,0.0005094550637532169,0.00046730603685929406,0.0005285699662745946,0.00047177484566929273,0.0005020036555101193,0.0005188694764814983
FLAG_WORK_PHONE,0.0004910901039428484,1.9901168100391718e-05,0.00048551299253984936,0.0005178695641786524,0.0004968539289889051,0.0004961148117326175,0.00046669825035516865,0.0004748841945492188,0.00045441627986042565,0.0004942229023185973,0.0005070040654138186,0.0005173240494912301
CCB_AMT_DRAWINGS_POS_CURRENT,0.0004884288745933274,2.748054711140197e-05,0.0004605845832617028,0.0005301929360991275,0.000444948588248284,0.0004690040043484611,0.0005050678700486699,0.0004556922582276135,0.0005167162629871047,0.0005073447787863339,0.0004903676490637388,0.0005043698148622378
PREV_APP_AMT_APPLICATION,0.0004849575856264776,5.5236761546421204e-05,0.000489369603218659,0.000512066238100295,0.0005419881004853355,0.0004721993799612356,0.00039183344355064875,0.0005109977758959161,0.0004868558240287424,0.0004893819897108243,0.0003856401974873247,0.0005692433038257949
PREV_APP_NAME_CONTRACT_STATUS,0.0004722947729184357,1.9729932971722817e-05,0.00047916500016387253,0.0004813226252855518,0.0004543221085848703,0.00048767129637350415,0.0005015580811493781,0.0004414111418392652,0.00043764446048677463,0.0004778549165239676,0.0004833779345888578,0.00047862016418831477
AMT_INCOME_TOTAL,0.000467110703575202,2.376659351606798e-05,0.00044672783148724804,0.000443367359205471,0.00046221960022241326,0.0004473178018040702,0.0004836277005669798,0.000522032273923223,0.0004794151054980933,0.00043994223961529855,0.00047307084603742666,0.0004733862773917963
NONLIVINGAREA_MEDI,0.0004620716749644149,5.585302393841164e-05,0.0003250220624422262,0.0005169144468611941,0.0004499247342018009,0.0004979675255344373,0.0005111058607655261,0.0004944974412812719,0.00047781368477628483,0.00043794750534897897,0.0004124723936373975,0.0004970510947950313
CCB_AMT_PAYMENT_CURRENT,0.00045613944452893573,0.00012218948751381987,0.000545317861053829,0.0005664258010618095,0.0004790082177156263,0.0005094031422930856,0.00029348401735163065,0.0004888933171446341,0.0005574737608136093,0.00016191435862433767,0.0004928994141188969,0.00046657455511189827
TOTALAREA_MODE,0.00045597117488175296,0.00010980179131607091,0.0005119030078890585,0.0005492610074995241,0.000279738574328281,0.0005401569357863512,0.0003828495038431523,0.0005455063732833221,0.000474703996540482,0.0005101836609749943,0.0005296711763280726,0.00023573751234429174
ELEVATORS_AVG,0.0004492202651878885,0.00013562480897414853,0.0005375744370168523,0.0005437249242306041,0.0003154632537578639,0.0005271550216465748,0.0005099294833694756,0.00010980676173844017,0.00037506467838044344,0.0005431821243908619,0.000540936606078346,0.0004893653612694226
NAME_TYPE_SUITE,0.0004469817206402049,2.7263809531632978e-05,0.00046371344510853785,0.0004606039265507844,0.00045571635249996856,0.00043528916052504307,0.0004699808404466932,0.00043637985054401085,0.0004621125334207665,0.0004159029429227079,0.00048319502173233,0.0003869231326512068
