feature,importance_mean,importance_std,val_imp_0,val_imp_1,val_imp_2
PREV_APP_AMT_ANNUITY,9.123315687039242e-05,4.721154927342293e-06,8.469394582588663e-05,9.333528864197138e-05,9.567023614331926e-05
BUREAU_CREDIT_SUM,8.556969448225704e-05,1.7719209192536744e-05,6.615965289069603e-05,8.154907228130615e-05,0.00010900035827476895
FLAG_DOCUMENT_2,8.015401139653082e-05,9.314719786131318e-06,7.942548486972179e-05,9.190897015520783e-05,6.912757916466283e-05
PREV_APP_NAME_CLIENT_TYPE,7.82228838770808e-05,4.72195788863761e-05,3.88644438663599e-05,0.000144621669861289,5.1182537903593506e-05
FLAG_EMAIL,7.546358015656877e-05,3.524448100338675e-05,0.00012530385371356534,5.00738577948745e-05,5.101302896126647e-05
AMT_REQ_CREDIT_BUREAU_QRT,7.43128186368643e-05,2.0672514333078604e-05,8.106252549155979e-05,4.630342916134289e-05,9.557250125769023e-05
REG_CITY_NOT_LIVE_CITY,7.366997458668756e-05,0.00019666550298843682,-0.00020404978347421387,0.00019949980812650203,0.00022555989910777452
CCB_AMT_INST_MIN_REGULARITY,7.24478213269079e-05,4.165907078979319e-05,5.2168453098744294e-05,3.468366752790164e-05,0.00013049134335407775
BUREAU_IT_TYPE,6.53315275017663e-05,1.772618305105106e-05,4.494226259288414e-05,6.289545309967615e-05,8.81568668127386e-05
FLAG_DOCUMENT_13,6.39334793309058e-05,5.54698156280038e-05,0.00010680162967091622,-1.4396043227504762e-05,9.939485154930594e-05
DAYS_REGISTRATION,6.362826031762007e-05,0.00010196835506326699,-7.994774969477536e-05,0.0001470680962165627,0.00012376443443107288
FLAG_DOCUMENT_8,5.851999618278203e-05,0.00010747396170301476,7.707834733639007e-05,0.00017988411116487413,-8.140246995291811e-05
DEF_30_CNT_SOCIAL_CIRCLE,5.7734046480980204e-05,8.373733943522658e-05,-5.6960461933708295e-05,0.00014061148533650591,8.955111604014299e-05
CCB_AMT_BALANCE,5.512394238956405e-05,6.798909527001153e-05,0.0001493998089107107,-8.379239332834132e-06,2.4351257590815578e-05
DAYS_BIRTH,4.837553517737329e-05,2.77114925036651e-05,4.697481955895366e-05,8.29937160592431e-05,1.51580699139231e-05
WEEKDAY_APPR_PROCESS_START,4.653224994843885e-05,1.7260099723012316e-05,6.43943366976929e-05,2.3193710039226545e-05,5.2008703108397114e-05
PREV_APP_NAME_PAYMENT_TYPE,4.0027472785605e-05,4.962925106499033e-05,1.396982053003537e-05,-3.3825433063405796e-06,0.0001094951411331202
BUREAU_CREDIT,3.20121940829606e-05,1.478334822295864e-05,1.3972874710277416e-05,5.018380954113777e-05,3.18798979974666e-05
FLAG_PHONE,3.1886693582672265e-05,5.0098924428228025e-05,8.685172418287923e-05,4.312093694902597e-05,-3.43125803838884e-05
FLAG_OWN_CAR,2.9999797746205203e-05,4.648436827032794e-05,6.0578138457278996e-05,6.51082319940155e-05,-3.568697721267888e-05
PREV_APP_NUM_CONSUMER_LOANS,2.8664059010585774e-05,5.505134531087436e-05,6.80929489981219e-05,-4.918813539411815e-05,6.708736342775357e-05
FONDKAPREMONT_MODE,2.6233091299528628e-05,8.054585488704854e-06,1.8864144404107108e-05,2.2395032771127532e-05,3.7440096723351246e-05
PREV_APP_AMT_CREDIT,2.5935233607906245e-05,1.296681352843588e-05,3.768553028427046e-05,7.867658290861002e-06,3.225251224858727e-05
REGION_POPULATION_RELATIVE,2.516804844106731e-05,5.8710905857932446e-05,5.556470155287929e-05,-5.694431483127538e-05,7.688375860159802e-05
FLAG_DOCUMENT_15,2.3656231834275527e-05,2.097871012694961e-05,5.0340526210335135e-05,-9.162645524529722e-07,2.1544433844944422e-05
REG_REGION_NOT_LIVE_REGION,2.3249602871810993e-05,9.242597308082285e-05,-0.0001070627620833875,7.95821577086464e-05,9.722941299017407e-05
NONLIVINGAPARTMENTS_MODE,2.3169637461295522e-05,1.1146138048587633e-05,3.881557698226512e-05,1.700739720222888e-05,1.3685938199392567e-05
FLAG_DOCUMENT_17,2.2747791295703774e-05,1.5575099060935574e-05,8.734955557754276e-07,3.144619944239757e-05,3.5923678888938326e-05
LIVINGAPARTMENTS_MODE,2.2595449197656176e-05,1.0875399162906535e-05,3.7716072086912966e-05,1.747163790888351e-05,1.2598637597172058e-05
BASEMENTAREA_AVG,2.042598288580037e-05,4.067501000439503e-06,2.602772421445021e-05,1.6492761945263723e-05,1.8757462497687172e-05
OBS_60_CNT_SOCIAL_CIRCLE,1.9756078901959444e-05,1.7168729497146107e-05,2.938426832532759e-05,3.424538765028906e-05,-4.36141926973832e-06
OBS_30_CNT_SOCIAL_CIRCLE,1.9430289089942637e-05,1.7900677307090975e-05,3.118470759122527e-05,3.297025281456811e-05,-5.864093135965476e-06
BUREAU_CREDIT_MAX_OVERDUE,1.8892820641750834e-05,6.05010319112076e-06,1.1914357212039484e-05,1.809469780456041e-05,2.6669406908652604e-05
AMT_REQ_CREDIT_BUREAU_WEEK,1.5247085639454502e-05,1.2161864584091922e-05,1.7204197430231716e-05,2.9066965820945256e-05,-5.299063328134679e-07
AMT_REQ_CREDIT_BUREAU_MON,1.4910106092077177e-05,8.408671901172778e-06,1.6628484450387226e-05,2.4241305844441285e-05,3.860527981403017e-06
BUREAU_CREDIT_UPDATE,1.4832153056754116e-05,4.153953842613143e-05,3.514445230423657e-05,5.241338661898798e-05,-4.30613797529622e-05
NONLIVINGAREA_MODE,1.4289029008166901e-05,1.7687374469707194e-05,3.0625792602823054e-05,-1.028354249443808e-05,2.252483691611573e-05
FLAG_DOCUMENT_11,1.4198105813341874e-05,3.807946787895399e-05,-2.0350003102631575e-05,-4.30338918167017e-06,6.724770972432736e-05
PREV_APP_NAME_TYPE_SUITE,1.4138388669149293e-05,5.315363511534483e-06,2.1629704633596702e-05,9.85442526224567e-06,1.0931036111605508e-05
COMMONAREA_MEDI,1.4085955351239576e-05,6.089828634651004e-06,2.2318422283285066e-05,7.779086050874184e-06,1.2160357719559478e-05
PREV_APP_NFLAG_INSURED_ON_APPROVAL,1.371475265369663e-05,9.009762891753337e-05,5.264643231017718e-05,-0.00011082067051904065,9.931849616995336e-05
ELEVATORS_MODE,1.3303615121936415e-05,2.5994302527648675e-06,9.748943404441768e-06,1.4269293297841656e-05,1.589260866352582e-05
FLAG_DOCUMENT_9,1.2475345901837484e-05,3.378515646181743e-05,2.7562449797513544e-05,4.4192966475398165e-05,-3.432937856739926e-05
AMT_REQ_CREDIT_BUREAU_DAY,1.1601872659768494e-05,1.3440859286229561e-05,1.9085572473209744e-05,-7.272086331777672e-06,2.299213183787341e-05
YEARS_BUILD_AVG,1.0883248270217768e-05,2.4679763720012333e-05,-1.6148978148722293e-05,5.279210930075884e-06,4.351951202929971e-05
PREV_APP_NFLAG_LAST_APPL_IN_DAY,9.220043279597098e-06,3.624299720380879e-05,3.236056699307266e-05,-4.195728096723084e-05,3.725684381294947e-05
BUREAU_CREDIT_SUM_OVERDUE,8.153717524272963e-06,4.818962783816637e-06,4.9660971103149265e-06,1.4964127250105541e-05,4.530928212398422e-06
BASEMENTAREA_MEDI,7.7179807429865e-06,2.2826659435874267e-06,5.512795377637936e-06,6.778830581088968e-06,1.0862316270232597e-05
LANDAREA_AVG,7.532550766908841e-06,3.055149292765518e-05,4.249891838126185e-05,-3.1930292547555084e-05,1.2029026467019754e-05
CCB_SK_DPD_DEF,6.982393374821427e-06,6.029288949572008e-06,1.3530018571961122e-05,-1.0216349761726917e-06,8.438796528675852e-06
DEF_60_CNT_SOCIAL_CIRCLE,6.3460133360819055e-06,2.720792225588318e-05,3.589425355909892e-05,-2.9772489526291857e-05,1.2916275975438651e-05
PREV_APP_AMT_APPLICATION,6.017656432673786e-06,3.452974444795772e-05,4.344571426317945e-05,1.4466290176651242e-05,-3.985903514180933e-05
PREV_APP_SELLERPLACE_AREA,5.860526574437881e-06,5.957410732750508e-06,8.689142853013365e-07,1.4234169823268417e-05,2.478495614743892e-06
FLOORSMAX_MODE,5.527577694786068e-06,4.494077690938162e-06,1.1216477021624982e-05,5.137189924453445e-06,2.290661382797765e-07
PREV_APP_WEEKDAY_APPR_PROCESS_START,5.311268476989224e-06,1.609673157089472e-06,3.074032436267693e-06,6.065671337651679e-06,6.7941016570483015e-06
COMMONAREA_AVG,4.833255693374265e-06,6.34269917672344e-06,1.0451404865441383e-05,8.07992624562992e-06,-4.031564030948509e-06
NAME_HOUSING_TYPE,4.673039822285692e-06,2.0185830355558137e-05,-2.37798475395401e-05,1.6892864133088992e-05,2.0906102873308186e-05
ORGANIZATION_TYPE,3.156119643188404e-06,2.0290350098524665e-05,-2.5536001191817093e-05,1.7847306375440297e-05,1.7157053745942008e-05
LIVE_REGION_NOT_WORK_REGION,3.073611450613948e-06,1.2161509233712724e-05,-1.3887357662833999e-05,9.084763038291754e-06,1.4023428976384089e-05
PREV_APP_NUM_CASH_LOANS,3.0551520333599314e-06,2.9235097877902263e-05,2.1315124066334512e-05,-3.819906919444449e-05,2.6049401228189772e-05
NONLIVINGAREA_AVG,2.017774648921389e-06,8.064400849325464e-06,1.141958000916432e-05,2.907612846714258e-06,-8.273868909114412e-06
FLAG_DOCUMENT_10,1.6905120675536622e-06,3.1441329441857486e-06,-1.041475470198172e-06,6.094686381796777e-06,1.832529106238212e-08
BASEMENTAREA_MODE,1.5209717233825397e-06,4.0989195943727525e-06,7.200229973691741e-06,-3.1305705550099816e-07,-2.3242577480431237e-06
YEARS_BUILD_MODE,1.3117533466111553e-06,1.9603015049426188e-05,8.417320809139817e-06,2.0965660069149905e-05,-2.5447720838456256e-05
EMERGENCYSTATE_MODE,1.2311920429090388e-06,5.887580262029789e-05,4.34915269671432e-05,-8.202858406392011e-05,4.223063322550402e-05
NONLIVINGAPARTMENTS_MEDI,1.1992951542601678e-06,2.323602487815367e-06,-1.7485182013388112e-06,3.930774930327452e-06,1.4156287337918627e-06
ENTRANCES_MEDI,1.0083835659443114e-06,4.95146246198402e-06,4.32471925471134e-06,4.691274508750176e-06,-5.990843065628582e-06
YEARS_BEGINEXPLUATATION_MEDI,6.632491111509727e-07,7.983415135889565e-06,6.461118349676553e-06,-1.0625614594084176e-05,6.154243577860541e-06
COMMONAREA_MODE,4.570762336397749e-07,1.4581555852104082e-05,9.965790203292357e-06,-2.014407618700087e-05,1.1549514684627837e-05
CCB_AMT_DRAWINGS_OTHER_CURRENT,3.7621631132633837e-07,1.0267219758530409e-05,-1.0185691182162948e-05,1.4286091481352514e-05,-2.971751365210551e-06
NONLIVINGAPARTMENTS_AVG,3.0491520471483585e-07,9.742266301000803e-07,-7.146781817457537e-07,1.2216860634239879e-08,1.6172069352560214e-06
HOUR_APPR_PROCESS_START,1.6391069979082573e-07,2.578513102398482e-06,-3.0236384618298473e-07,-2.7350496892841747e-06,3.5291456348396366e-06
LIVINGAREA_MEDI,9.467986176551572e-08,4.976416617749342e-07,2.1226552848752078e-07,-5.650298073867077e-07,6.368038641957341e-07
CCB_CNT_DRAWINGS_POS_CURRENT,5.090300773484083e-10,7.198771605373233e-10,1.5270901210229226e-09,0.0,1.1102230246251565e-16
PREV_APP_FLAG_LAST_APPL_PER_CONTRACT,0.0,0.0,0.0,0.0,0.0
FLAG_MOBIL,0.0,0.0,0.0,0.0,0.0
CCB_CNT_DRAWINGS_CURRENT,-5.090300033335401e-10,1.43976675099086e-09,-1.5270901210229226e-09,-1.5271075515244092e-09,1.5271076625467117e-09
CCB_CNT_DRAWINGS_ATM_CURRENT,-3.2578149696445756e-08,4.56829377025802e-08,-3.817725335863997e-08,-8.551802488376836e-08,2.5960829153071074e-08
CCB_SK_DPD,-3.6057816884168165e-07,6.109527575988175e-05,-8.615384399235371e-05,3.367119519714912e-05,5.1400914288679544e-05
CCB_CNT_DRAWINGS_OTHER_CURRENT,-4.7594608184227855e-07,2.148860050011844e-07,-6.429049456135871e-07,-6.123701425941874e-07,-1.7256315731906113e-07
FLAG_DOCUMENT_12,-4.99358222919947e-07,7.540065343727573e-07,-1.56374029536277e-06,8.857224020886179e-08,-2.2906613605933046e-08
FLAG_DOCUMENT_21,-6.820940973151224e-07,2.2405406935581415e-06,-3.6634892272013886e-06,-1.206414994570082e-07,1.7378484347130296e-06
ELEVATORS_AVG,-9.177819607630866e-07,2.7092959354097e-06,-2.545659250507981e-06,-3.1076639406268924e-06,2.8999773088456138e-06
REG_CITY_NOT_WORK_CITY,-9.529011877340565e-07,1.9994826650531964e-06,-3.6604350469593427e-06,-3.054215174103092e-07,1.1071530011674824e-06
PREV_APP_DAYS_FIRST_DUE,-9.84988961357421e-07,1.810455662712561e-05,1.1987657538847785e-06,2.0015799149564195e-05,-2.4169531787521237e-05
LIVE_CITY_NOT_WORK_CITY,-1.0592931682558888e-06,2.52665127193902e-06,-2.7457080576942516e-06,-2.9442634286169778e-06,2.5120919815435627e-06
YEARS_BEGINEXPLUATATION_AVG,-1.4278563176262082e-06,3.688261587044831e-06,2.8144271139174393e-06,-6.177150191577496e-06,-9.208458752185678e-07
NAME_CONTRACT_TYPE,-1.505379621994744e-06,7.940313428637698e-05,4.214463347063102e-05,6.62703608682591e-05,-0.00011293113320487436
PREV_APP_NAME_PRODUCT_TYPE,-1.7420336103635137e-06,3.163238398038697e-05,2.9628602746467614e-05,1.019191603912617e-05,-4.5046619616684325e-05
PREV_APP_AMT_GOODS_PRICE,-1.769546473018302e-06,3.228316453810858e-05,3.6170656873113494e-05,1.2537553293334724e-06,-4.273305162150187e-05
FLAG_DOCUMENT_4,-1.8615276015839417e-06,2.042559223355579e-06,-4.343044336163615e-06,-1.9012489465008997e-06,6.597104779126894e-07
FLAG_DOCUMENT_20,-2.209258850823422e-06,1.3247964251062975e-05,1.1340171322316017e-05,-2.0189889414656825e-05,2.2219415398705422e-06
BUREAU_CREDIT_PROLONG,-2.363965384814352e-06,2.3199294696069957e-06,7.452199846103014e-07,-4.825659976614993e-06,-3.011456162438364e-06
ELEVATORS_MEDI,-2.5110829224110156e-06,5.130746033674629e-06,2.365462615006031e-06,-9.60245251035996e-06,-2.9625887187911815e-07
HOUSETYPE_MODE,-2.673449606286719e-06,1.5192943481711037e-06,-1.7698974632551767e-06,-4.813443115869731e-06,-1.437008239735249e-06
PREV_APP_DAYS_LAST_DUE,-3.4441992402175123e-06,3.62932168237428e-05,1.6428435643089934e-05,2.760246964439439e-05,-5.436350300813686e-05
YEARS_BEGINEXPLUATATION_MODE,-3.57953490781604e-06,1.5587392428122593e-06,-1.3850707499818427e-06,-4.495804737603137e-06,-4.85772923586314e-06
REG_REGION_NOT_WORK_REGION,-4.335416623961012e-06,4.834623540446105e-06,-1.0975196780615981e-05,-2.4281010641002965e-06,3.970479728332421e-07
FLOORSMIN_AVG,-4.517697067477992e-06,6.144786746499539e-06,9.94135676224417e-07,-1.3091893347860761e-05,-1.4553335307976312e-06
LIVINGAREA_AVG,-4.622549343487788e-06,2.293928449228786e-06,-1.397287470950026e-06,-5.932812977560431e-06,-6.537547581952907e-06
PREV_APP_PRODUCT_COMBINATION,-4.86791015093709e-06,6.214048416288741e-06,5.192106455886858e-08,-1.3634016541419491e-05,-1.0216349759506471e-06
FLAG_DOCUMENT_7,-4.980320324032839e-06,1.3632842334308391e-05,-2.2716992807647607e-05,1.0433199037818142e-05,-2.6571672022690507e-06
FLAG_CONT_MOBILE,-5.019524190482312e-06,1.2956481198332812e-05,-2.058975625340853e-05,-5.599903523556549e-06,1.1131087205518142e-05
NONLIVINGAREA_MEDI,-5.187071912956161e-06,6.884097645427868e-06,-9.254166201122516e-07,2.62662504968425e-07,-1.4898461623724657e-05
REGION_RATING_CLIENT,-5.436264113090061e-06,4.068623358011428e-05,-6.270079374093296e-05,2.805754770562885e-05,1.8334453696033925e-05
PREV_APP_AMT_DOWN_PAYMENT,-6.442352307585904e-06,8.048992627139447e-06,-1.461425256477078e-06,-6.871984137291065e-08,-1.7796911824907724e-05
BUREAU_ENDDATE_FACT,-6.922936325463406e-06,1.704845074436879e-05,1.275425678481934e-05,-4.695855831626794e-06,-2.8827209929582764e-05
LANDAREA_MODE,-7.642634911227594e-06,6.043471537966649e-06,-7.749982421256796e-06,-1.499008807914759e-05,-1.8783423327839444e-07
PREV_APP_CHANNEL_TYPE,-7.688938398642264e-06,1.5054397875273545e-05,-1.2677902277991038e-05,1.2729968849489737e-05,-2.3118881767425492e-05
ENTRANCES_AVG,-8.350178375415851e-06,3.072874017547888e-06,-1.2050268233698702e-05,-4.526346889410782e-06,-8.473920003138069e-06
CCB_AMT_RECIVABLE,-8.507900752130482e-06,1.753749760597968e-05,-3.271637899382451e-05,8.26623337135679e-06,-1.0735566339237224e-06
ENTRANCES_MODE,-8.708979221450086e-06,1.5317610409489233e-05,-3.0274561872212225e-05,3.023673023072604e-07,3.845256905554706e-06
YEARS_BUILD_MEDI,-8.722158302868857e-06,2.8828427357405343e-05,-4.493310005182494e-05,-6.839914884482212e-06,2.5606540027700575e-05
CCB_AMT_TOTAL_RECEIVABLE,-9.224094207005429e-06,2.0608594970964213e-05,-3.796651486853708e-05,9.32757314453525e-06,9.666591029855454e-07
PREV_APP_HOUR_APPR_PROCESS_START,-9.237988790711249e-06,1.4588206264049987e-05,1.5637402955848145e-06,-2.9861061766389696e-05,5.833550986711344e-07
CCB_AMT_DRAWINGS_CURRENT,-9.38000478097519e-06,2.2491915635691462e-05,2.473886014930926e-07,-4.0448498670797584e-05,1.2061095726378923e-05
CCB_NAME_CONTRACT_STATUS,-1.0062107664188247e-05,6.748762915109881e-06,-1.1101945261993151e-06,-1.7404445175062122e-05,-1.1671683291303303e-05
LANDAREA_MEDI,-1.032077145031914e-05,3.01681005771882e-05,1.819833310634511e-05,-5.206062476625917e-05,2.899977308956636e-06
CCB_AMT_DRAWINGS_ATM_CURRENT,-1.0803315285690118e-05,4.4688565088152544e-05,1.2381646792625212e-05,-7.33118539543165e-05,2.852026130462093e-05
LIVINGAPARTMENTS_MEDI,-1.1421641654685288e-05,1.2172229190755761e-05,-2.7565503977644568e-05,-8.52431455355962e-06,1.8248935671483224e-06
LIVINGAPARTMENTS_AVG,-1.3480207573783135e-05,9.459057562829947e-06,-2.1032612391724825e-05,-1.9265989324224186e-05,-1.4202100540039453e-07
LIVINGAREA_MODE,-1.4077868205064625e-05,1.3448076416558833e-05,-7.246042677544473e-06,-2.1226795466899873e-06,-3.2864882390959416e-05
PREV_APP_NUM_REVOLVING_LOANS,-1.432927746651084e-05,6.435058066371103e-06,-2.153807922544715e-05,-1.553526548780937e-05,-5.914487686276004e-06
BUREAU_ANNUITY,-1.4700949844200414e-05,1.9555946685705293e-05,-1.5393068532043586e-06,-4.234669340208441e-05,-2.1684927731246972e-07
APARTMENTS_MODE,-1.4967111085654553e-05,1.2203709278182514e-05,-1.8471682239895593e-05,1.420210056446436e-06,-2.7849861073514504e-05
PREV_APP_DAYS_TERMINATION,-1.7068484205425467e-05,3.15424235783823e-05,7.085698213726843e-07,9.474175473034308e-06,-6.13881979106834e-05
BUREAU_IT_DAY_OVERDUE,-1.743431392065009e-05,2.1744333264139423e-05,-4.3140296236754416e-05,1.0034623957544397e-05,-1.9197269482740253e-05
FLAG_DOCUMENT_19,-1.7488234332822355e-05,2.5159765825828304e-05,-5.2953377426612214e-05,2.7319954740701036e-06,-2.243321045924951e-06
PREV_APP_DAYS_LAST_DUE_1ST_VERSION,-1.9709228611053398e-05,1.7383216341676842e-05,-3.4368690516761724e-05,-2.9470122223984596e-05,4.711126907586127e-06
BUREAU_CREDIT_SUM_DEBT,-1.99796652662713e-05,2.9661374856518004e-05,2.0111777042641776e-06,-3.970479733883536e-08,-6.191046870573924e-05
BUREAU_CREDIT_ENDDATE,-2.0478380146885893e-05,1.819557867559664e-05,-3.480238411435188e-05,-3.182950344671198e-05,5.196747120406187e-06
TOTALAREA_MODE,-2.284895905894461e-05,1.8791997660748966e-05,-3.509100414933464e-05,-3.715605471210637e-05,3.7001816846071733e-06
CCB_AMT_RECEIVABLE_PRINCIPAL,-2.5335731261399985e-05,3.536593587946992e-05,-4.4285613831629433e-07,-7.535054258367424e-05,-2.137950622094209e-07
CCB_AMT_PAYMENT_TOTAL_CURRENT,-2.6923824396396512e-05,9.85273412058663e-06,-2.636215695339672e-05,-1.514738016061834e-05,-3.9261936075174475e-05
FLAG_OWN_REALTY,-2.7076124601769596e-05,3.433642711509093e-05,-5.146293744484609e-07,-7.556128343066959e-05,-5.152461000190733e-06
FLOORSMIN_MEDI,-2.7538844222833408e-05,2.1581015120163804e-05,1.0659089124676058e-06,-5.105731508125988e-05,-3.2625126499707946e-05
AMT_REQ_CREDIT_BUREAU_HOUR,-2.9402219654824553e-05,2.2287300026144992e-05,-5.270140755475605e-05,-3.61359468434852e-05,6.306954337675919e-07
CCB_AMT_DRAWINGS_POS_CURRENT,-3.000282218257322e-05,2.9040333810883435e-05,-6.839378575396182e-05,-2.3441101468568704e-05,1.8264206748108691e-06
CCB_AMT_PAYMENT_CURRENT,-3.0510432852848268e-05,7.874559600908079e-06,-4.164527499705972e-05,-2.509954030849304e-05,-2.4786483252992042e-05
PREV_APP_NAME_PORTFOLIO,-3.2952971690924926e-05,2.8479532526792187e-05,6.848999243302956e-06,-5.8190434622629184e-05,-4.751747969344855e-05
APARTMENTS_MEDI,-3.357993714092622e-05,2.6367803815349416e-05,-3.691129558702766e-05,-6.407896148008518e-05,2.5044564433418515e-07
CCB_MONTHS_BALANCE,-3.4058323013138235e-05,2.4800670286351518e-05,-6.521438409856639e-05,-3.242965672867193e-05,-4.530928212176377e-06
FLOORSMIN_MODE,-3.8556408151387465e-05,2.6562619186073617e-05,-1.1071403457352247e-06,-5.9835129494367756e-05,-5.472695461405941e-05
AMT_INCOME_TOTAL,-4.0596192825074574e-05,5.207662596650297e-05,-0.00011424313988539492,-3.5321998500537077e-06,-4.013238739775105e-06
NAME_TYPE_SUITE,-4.19449902824646e-05,4.0795186208612126e-05,-1.93757195982025e-05,-9.921159863879314e-05,-7.24765261039817e-06
APARTMENTS_AVG,-4.8412607216367455e-05,3.260124991154192e-05,-6.996058022978868e-05,-7.293771259531123e-05,-2.339528824002457e-06
WALLSMATERIAL_MODE,-5.167736033858302e-05,9.118549197503641e-05,1.0387267079803308e-05,-0.00018060337883851751,1.5184030742965149e-05
